size,rep,arg1,function,IC,Cycles,CPI,CT,ET,L1_dcache_miss_rate,L1_dcache_misses,L1_dcache_accesses
65536,1,1024,L23,570550879,179167679,0.314026,0.233658,0.041864,0.087283,16924624,193905318
