size,rep,arg1,function,IC,Cycles,CPI,CT,ET,L1_dcache_miss_rate,L1_dcache_misses,L1_dcache_accesses
64512,1,1008,conflict,40547872,13525419,0.333567,0.233043,0.003152,0.000808,11141,13781490
