size,rep,arg1,function,IC,Cycles,CPI,CT,ET,L1_dcache_miss_rate,L1_dcache_misses,L1_dcache_accesses
66560,1,1040,conflict,40550415,13468387,0.332139,0.247765,0.003337,0.000802,11092,13825187
